,idstd,id,a4a,a6a,a2,a1c,competition_select,tax_select,vat_applicable,a4b_v4,a0,a3a,a6c,a7,panel,a1a,a14d,a14m,a14y,a14h,a14min,a20y,a20m,a20d,a1,a12,a7a,a7b,a11,a7c,a9,b1,b1x,b1_RO,b3a,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c31,c32,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c12,c13,c14,c33,c34,c34b,c34bx,c152,c162,c172,c35a,c35b,c22b,c36,c37,c38,c39,c40a,c40b,c41a,c41b,c42,c30a,d1a1a,d1a6a,d1a6b,d1a6c,d1a6cx,d1a3,d2,d2x,d2a1,d2a1x,n3,n3x,d3a,d3b,d3c,d31x,d32,d4a,d4b,d33a,d33b,d34,d35,d36a,d36b,d37,d8,d12a,d12b,d13,d38x,d39,d14a,d14b,d40a,d40b,d41,d30a,d30b,o1,o2,o3a,o3b,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e31a,e31b,e6,e11,e32,e33,e34,e35,e30,h1,h2,h3x,h4x,h5,h6x,h7x,h8,h9,f1,g2,g3,g4,g31,g32,g33,g5a,g5b,g5bx,g30a,ge3,ge3a,ge7,ge8d,k3a,k3bc,k3e,k3f,k3hd,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5hdj,k5hdj1,k4b,n5c,n5d,k6,k7,k82,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k162,k17,k20a1,k31,k32,k21,k33,k34,k35,k36,k37,k38,k39,k40,k30,j31,j2,j3,j4,j5,j32,j33,j34,j35a,j35b,j36,j37,j38,j39,j40,j6a,j41,j42,j43,j7a,j7b,j10,j11,j12,j13,j14,j15,j30a,j30b,j30c,j30e,j30f,h30,i30,j30_taxrate_pos,j30_taxadmin_pos,j30_permit_pos,j30_instability_pos,j30_corruption_pos,j30_courts_pos,j30_crime_pos,l1,l2,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l9b,l9b1,l10,l11a,l11a1,l11b,l11b1,l12a,l12a1,l31,l32,l33,l34,l35,l36,l1a,l6,l6a,l8,l37,l38,l39,l40,l41,l30a,l30b,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,n2a,n2a2,n2b,n2k,n2l,n2e,n2i,n2a1,n2e1,n7a,n11,n12,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a3b,a3c,a3,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
86,1174198,228,Retail,Small,North East,Firm,0,1,Yes,Retail,Retail services,North East,5,No,1,Romanian,30,5,2023,13,34,2022,12,31,Romania,s8,,,,,,Shareholding company with non-traded shares or shares traded privately,,S.R.L.,Yes,100,0,0,0,No,,1993,8,1993,20,No,No,,No,,,,14000,No,,,,,,No,,No,,,,5,Cubic meters,,No,,,,,No,No,,,No,,,,,With no difficulty at all,Minor obstacle,Retail trade of ,,,,,100,160000,One Hundred Sixty Thousand,,,100000,One Hundred Thousand,100,0,0,,,,,,,,,,,,,80,20,No,,,,,,,,Minor obstacle,No obstacle,No,,Strongly agree,Strongly agree,,,,,,,,,,,,Local â main product sold mostly in same municipality where establishment is located,Too many to count,,Don't know (spontaneous),No,No,"Yes, there is more competition",No,No,,No obstacle,No,,,,No,,,No,,,No,,,No,,,200.0,Square Meters,,No obstacle,No,,No,No,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,Interest rates were not favorable,,,,Yes,95,Debit cards,1.0,0.0,Don't know (spontaneous),90,"Internet and mobile banking, including direct debit transfer",1.0,Moderate obstacle,Tend to disagree,2,Yes,1.0,No,Yes,One week or less,No,30.0,,"Yes, fully","Yes, fully",No,,Other,No,,No,,No payments or gifts are paid,,No,,,No,,,Moderate obstacle,Moderate obstacle,Minor obstacle,Moderate obstacle,No obstacle,No obstacle,No obstacle,6,4,2,7,5,3,1,5,5,,,0,2,3,,,3.0,,5.0,No,,,,,,,2,No hires,Non-wage labor costs were too high,No,,,0,No full-time seasonal or temporary workers,,,No,,,Yes,Yes,Minor obstacle,Minor obstacle,Access to finance,13,11,9,15,5,14,1,2,8,4,12,10,6,3,7,14500,4500.0,15000,8400,1800,,120000.0,,,,1,5,30,5,2023,15,22,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,3,No,No,Less than 50.000,4711,North East,Small (5-19),Retail,Panel,96.73864,113.64904,235.7077,83
87,1174199,235,Construction,Small,Bucharest-Ilfov,Firm,1,0,Yes,Specialized construction activities,Other services,Bucharest-Ilfov,10,No,1,Romanian,15,12,2023,13,10,2022,12,31,Romania,v7,,,,,,Sole proprietorship,,S.R.L. cu proprietar unic,Yes,100,0,0,0,No,,2007,3,2007,17,No,Yes,ISO 9000,No,,,,100,No,,,,,,No,,No,,,,2,Cubic meters,,No,,,,,No,No,,,Yes,8.0,,None,,With no difficulty at all,No obstacle,Construction of,,,,,75,1005414,One Million Five Thousand Four Hundred Fourteen,,,448568,Four Hundred Forty Eight Thousand Five Hundred Sixty Eight,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,No obstacle,No obstacle,No,,Strongly agree,Strongly agree,,,,,,,,,,,,National â main product sold mostly across the country where establishment is located,40,Between 50% and 90%,,No,Yes,No change,Yes,No,,Minor obstacle,Yes,Yes,Smart construction installations,"You can have remote control access requesting something online using your phone or from any gadget, it's a kind of a smart home",No,,,No,,,No,,,No,,,,,,No obstacle,No,,No,Yes,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,,,No,95,"Internet and mobile banking, including direct debit transfer",Payment received in less than a day,1.0,0.0,95,"Internet and mobile banking, including direct debit transfer",1.0,No obstacle,Tend to agree,20,No,,,,,No,,2.0,"Yes, fully","Yes, fully",No,,The establishment did not need to apply for a VAT cash refund,Yes,Not difficult at all,Yes,30.0,No payments or gifts are paid,,No,,,No,,,Minor obstacle,No obstacle,No obstacle,Minor obstacle,Moderate obstacle,No obstacle,No obstacle,3,1,5,4,7,2,6,10,10,,,1,5,4,,,1.0,60.0,,No,,,,,,,No need to hire any new permanent full-time workers,,,No,,,0,No full-time seasonal or temporary workers,,,No,,,Yes,Yes,No obstacle,Minor obstacle,Inadequately educated workforce,8,12,10,4,7,14,13,15,11,5,6,1,9,2,3,700000,294.0,996,480,1500,,,,,,3,19,15,12,2023,13,42,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,2,Yes,Yes,City with population over 1 million,4321,Bucharest-Ilfov,Small (5-19),Construction,Panel,100.60107,124.83214,341.77798,194
88,1174200,237,Other Services,Medium,North East,Firm,1,0,Yes,Wholesale,Other services,North East,144,No,1,Romanian,20,7,2023,10,27,2022,12,31,Romania,s5,,,,,,Shareholding company with non-traded shares or shares traded privately,,S.R.L.,No,100,0,0,0,No,,2001,5,2001,22,No,Yes,ISO 9001,Yes,15.0,No,150.0,25000,No,,,,,,No,,Yes,15.0,No,80.0,80,Cubic meters,,No,,,,,Yes,Yes,20.0,1.0,No,,,,,With no difficulty at all,Minor obstacle,Wholesale trade of ,,,,,100,195000000,One Hundred Ninety Five Million,,,70000000,Seventy Million,70,0,30,Austria,Land border crossing,7.0,,7.0,,Don't know (spontaneous),No,,,,2016.0,70,30,Yes,China,Airport,20.0,,20.0,,5.0,Minor obstacle,Minor obstacle,Yes,Yes,Tend to agree,Tend to agree,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",No,,No,,,,No,,Does not apply (spontaneous),Does not apply (spontaneous),National â main product sold mostly across the country where establishment is located,6,Between 50% and 90%,,No,No,No change,No,No,,Minor obstacle,No,,,,No,,,No,,,Yes,40.0,No,No,,,,,,Minor obstacle,No,,Yes,Yes,75,20,0,5,0,Yes,1800000.0,2000000.0,50.0,,20.0,,30.0,,0.0,,0.0,,0.0,,,,,Yes,Yes,No,,,,,,,,,,,,,No,"Yes, a line of credit only",,Application was approved in part,,,No,95,"Internet and mobile banking, including direct debit transfer",1.0,1.0,380.0,100,"Internet and mobile banking, including direct debit transfer",1.0,Moderate obstacle,Tend to agree,30,Yes,3.0,No,No,,"Yes, partially",,50.0,"Yes, fully","Yes, fully",No,,The establishment did not need to apply for a VAT cash refund,No,,No,,No payments or gifts are paid,,No,,,No,,,Major obstacle,Moderate obstacle,Moderate obstacle,Minor obstacle,Minor obstacle,Moderate obstacle,Minor obstacle,3,1,7,4,6,2,5,144,115,,,30,100,14,,,50.0,90.0,,No,,,,,,,17,17.0,,No,,,10,No full-time seasonal or temporary workers,,,No,,,No,,Minor obstacle,Moderate obstacle,Tax rates,3,2,13,15,6,8,11,10,7,9,12,5,14,1,4,6000000,2700000.0,240000,5000,10000,,,,,,16,19,20,7,2023,11,10,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,4,No,No,Over 250.000 to 1 million,4659,North East,Medium (20-99),Other Services,Panel,59.708298,67.14256,199.22644,98
89,1174201,238,Retail,Small,Centre,Firm,1,0,Yes,Retail,Retail services,Centre,13,No,1,Romanian,15,5,2023,14,51,2022,12,31,Romania,f22,,,,,,Sole proprietorship,,S.R.L. cu proprietar unic,Yes,100,0,0,0,No,,2015,8,2015,25,No,No,,No,,,,2000,No,,,,,,No,,No,,,,15,Cubic meters,,No,,,,,Yes,No,,,Yes,6.0,,None,,With no difficulty at all,No obstacle,Retail trade of ,,,,,30,4800000,Four Million Eight Hundred Thousand,,,4400000,Four Million Four Hundred Thousand,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,No obstacle,No obstacle,Yes,No,Strongly agree,Tend to agree,,,,,,,,,,,,Local â main product sold mostly in same municipality where establishment is located,Too many to count,Don't know (spontaneous),,No,Don't know (spontaneous),"Yes, there is more competition",No,No,,Major obstacle,No,,,,No,,,No,,,No,,,No,,,360.0,Square Meters,,No obstacle,No,,No,No,80,20,0,0,0,Yes,15000.0,25000000.0,10.0,,0.0,,90.0,,0.0,,0.0,,0.0,,,,,Yes,Yes,"Yes, a line of credit only",Private commercial banks,2018.0,400000.0,No,,,,,,,1.0,Refusal (spontaneous),No,No,No need for a loan - establishment had sufficient capital,,,,No,30,Debit cards,1.0,1.0,600.0,60,Debit cards,Don't know (spontaneous),No obstacle,Tend to agree,10,Yes,1.0,No,No,,No,,20.0,"Yes, fully","Yes, fully",No,,The establishment did not need to apply for a VAT cash refund,No,,No,,No payments or gifts are paid,,No,,,Yes,30.0,No,Moderate obstacle,Moderate obstacle,Minor obstacle,Moderate obstacle,Minor obstacle,No obstacle,Moderate obstacle,7,3,1,2,6,5,4,8,10,,,2,6,0,,,6.0,,6.0,No,,,,,,,2,2.0,,No,,,8,8,Don't know (spontaneous),Don't know (spontaneous),No,,,Yes,Yes,No obstacle,Moderate obstacle,Tax rates,10,11,1,12,15,13,4,3,7,9,8,14,5,2,6,50000,Don't know (spontaneous),50000,1500,4000,,3500000.0,,,,15,Don't know (spontaneous),15,5,2023,15,37,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,5,No,No,Over 250.000 to 1 million,4721,Centre,Small (5-19),Retail,Panel,49.68972,71.67182,118.09627,45
90,1174202,239,Other Manufacturing,Medium,Centre,Firm,0,0,Yes,Motor vehicles,Manufacturing,Centre,105,No,1,Romanian,8,5,2023,9,37,2022,12,31,Romania,s2,,,,,,Sole proprietorship,,S.R.L. cu proprietar unic,No,100,0,0,0,No,,2006,16,2006,16,No,Yes,"ISO9001, ITF 1949",No,,,,145,No,,,,,,No,,No,,,,129,Cubic meters,,No,,,,,Yes,No,,,No,,,,,With no difficulty at all,Minor obstacle,Manufacturing of ,,,,,100,98000000,Ninety Eight Million,96700000.0,Ninety Six Million Seven Hundred Thousand,96000000,Ninety Six Million,50,50,0,,,,,,,,,,,,2007.0,100,0,,,,,,,,,No obstacle,No obstacle,No,,Strongly disagree,Tend to disagree,We fixed it but did not take further action,No,,No,,,,No,,Promotions were based solely on performance and ability,Rarely or never,National â main product sold mostly across the country where establishment is located,0,,0.0,Yes,No,No change,Prices set by HQ,No,,Minor obstacle,No,,,,No,,,No,,100.0,Yes,30.0,No,No,,,,,,No obstacle,No,,No,No,100,0,0,0,0,Yes,190000.0,6500000.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Yes,4300000.0,0.0,Yes,Yes,"Yes, a loan only",Private commercial banks,2008.0,Refusal (spontaneous),No,,,,,,,1.0,1.0,No,"Yes, a loan only",,Application was approved in full,0.0,5.0,Yes,100,"Internet and mobile banking, including direct debit transfer",1.0,0.0,30.0,100,"Internet and mobile banking, including direct debit transfer",Don't know (spontaneous),Minor obstacle,Strongly disagree,No time was spent,No,,,,,No,,4.0,"Yes, fully","Yes, fully",Yes,One week or less,,No,,No,,No payments or gifts are paid,,No,,,No,,,No obstacle,Minor obstacle,No obstacle,Moderate obstacle,Moderate obstacle,Minor obstacle,No obstacle,2,5,4,6,3,1,7,119,95,119.0,0.0,8,111,0,8.0,0.0,,0.0,,No,,,,,,,No need to hire any new permanent full-time workers,,,No,,,119,No full-time seasonal or temporary workers,,,No,,,No,,No obstacle,Minor obstacle,Electricity,2,9,14,15,13,1,10,11,5,6,12,7,3,4,8,4284000,1570400.0,17000,4000,360,28000000.0,,3420000.0,2565000.0,24800000.0,12,3,8,5,2023,10,24,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,2,No,No,Less than 50.000,2930,Centre,Medium (20-99),Other Manufacturing,Panel,44.560608,61.213554,136.67676,56
91,1174203,244,Other Manufacturing,Medium,North East,Firm,0,1,Yes,Machinery and equipment,Manufacturing,North East,30,No,1,Romanian,21,6,2023,17,48,2022,12,31,Romania,s8,,,,,,Shareholding company with non-traded shares or shares traded privately,,S.R.L.,Yes,100,0,0,0,No,,2011,25,2011,25,No,Yes,"ISO 3834-3, ISO 12100, ISO 9001",No,,,,40000,No,,,,,,No,,No,,,,10,Cubic meters,,No,,,,,Yes,No,,,No,,,,,With no difficulty at all,Minor obstacle,Manufacturing of ,,,,,80,18100000,Eighteen Million One Hundred Thousand,12000000.0,Twelve Million,14800000,Fourteen Million Eight Hundred Thousand,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,No obstacle,No obstacle,No,,Strongly agree,Strongly agree,We fixed it and took action to make sure it did not happen again,No,,No,,,,Yes,Their team's or shift performance,Promotions were based solely on performance and ability,Rarely or never,National â main product sold mostly across the country where establishment is located,1,,30.0,No,No,No change,Yes,No,,No obstacle,No,,,,Yes,"
we use laser cutting",increases the speed of production and the quality of the final product,No,,80.0,No,,,No,,,,,,No obstacle,No,,No,No,100,0,0,0,0,Yes,1500000.0,0.0,,1500000.0,,0.0,,0.0,,0.0,,0.0,,0.0,No,,,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,,,No,90,"Internet and mobile banking, including direct debit transfer",2.0,0.0,1000.0,95,"Internet and mobile banking, including direct debit transfer",0.0,No obstacle,Strongly disagree,5,No,,,,,"Yes, fully",600.0,,"Yes, fully","Yes, fully",Yes,8.0,,No,,No,,No payments or gifts are paid,,No,,,No,,,Moderate obstacle,Moderate obstacle,Moderate obstacle,No obstacle,Major obstacle,Moderate obstacle,No obstacle,1,3,7,5,4,2,6,30,28,27.0,3.0,10,17,0,0.0,3.0,,80.0,,No,,,,,,,No need to hire any new permanent full-time workers,,,No,,,0,No full-time seasonal or temporary workers,,,No,,,No,,Minor obstacle,Moderate obstacle,Corruption,10,3,7,5,13,15,11,2,8,12,6,1,14,4,9,3000000,1350000.0,500000,500,500,10000000.0,,2950000.0,6500000.0,Don't know (spontaneous),16,19,21,6,2023,18,28,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,4,No,No,Less than 50.000,2824,North East,Medium (20-99),Other Manufacturing,Panel,1.9263549,1.4608284,3.5020695,94
92,1174204,246,Other Manufacturing,Medium,Centre,Firm,1,0,Yes,Fabricated metal products,Manufacturing,Centre,18,No,1,Romanian,17,10,2023,10,50,2022,12,31,Romania,f22,,,,,,Sole proprietorship,,S.R.L. cu proprietar unic,Yes,100,0,0,0,No,,2008,18,2008,40,No,Yes,ISO 9001,No,,,,6000,No,,,,,,No,,No,,,,200,Cubic meters,,No,,,,,No,No,,,No,,,,,With no difficulty at all,Does not apply,Manufacturing of ,,,,,100,2100000,Two Million One Hundred Thousand,1800000.0,One Million Eight Hundred Thousand,1400000,One Million Four Hundred Thousand,0,0,100,Hungary,Land border crossing,Less than one day,10.0,Less than one day,12.0,Don't know (spontaneous),No,,,,2008.0,0,100,Yes,Austria,Land border crossing,Don't know (spontaneous),,Don't know (spontaneous),,Don't know (spontaneous),Moderate obstacle,Major obstacle,No,,Tend to agree,Tend to agree,,,,,,,,,,,,International,Too many to count,,,No,No,"Yes, there is more competition",Prices set by HQ,No,,Does not apply,No,,,,No,,,No,,80.0,No,,,No,,,,,,Does not apply,No,,No,Yes,100,0,0,0,0,No,,,,,,,,,,,,,,,No,,,Yes,Yes,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,,,No,100,"Internet and mobile banking, including direct debit transfer",Payment received in less than a day,Don't know (spontaneous),Don't know (spontaneous),100,"Internet and mobile banking, including direct debit transfer",Don't know (spontaneous),No obstacle,Does not apply (spontaneous),2,No,,,,,No,,8.0,"Yes, fully","Yes, fully",No,,The establishment did not need to apply for a VAT cash refund,No,,No,,No payments or gifts are paid,,No,,,No,,,Moderate obstacle,Moderate obstacle,Moderate obstacle,Major obstacle,Moderate obstacle,Does not apply,Moderate obstacle,5,2,3,7,1,4,6,18,19,15.0,3.0,3,12,0,0.0,2.0,,,12.0,Yes,,15.0,,No employees trained,No female employees trained,,No need to hire any new permanent full-time workers,,,No,,,0,No full-time seasonal or temporary workers,,,No,,,No,,Minor obstacle,Moderate obstacle,Corruption,12,13,1,9,6,4,8,11,7,5,3,14,15,10,2,800000,Don't know (spontaneous),72000,7200,2000,900000.0,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),17,10,2023,11,37,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,5,No,Yes,Over 250.000 to 1 million,2599,Centre,Medium (20-99),Other Manufacturing,Panel,7.991034,8.248133,16.384867,56
93,1174205,248,Other Manufacturing,Small,Centre,Firm,0,1,Yes,Fabricated metal products,Manufacturing,Centre,5,No,1,Romanian,28,4,2023,11,8,2022,12,31,Romania,s2,,,,,,Sole proprietorship,,S.R.L. cu proprietar unic,No,100,0,0,0,Yes,100.0,2008,9,2019,19,No,No,,Yes,45.0,No,3000.0,400,No,,,,,,Yes,100.0,No,,,,3,Cubic meters,,No,,,,,Yes,No,,,No,,,,,With no difficulty at all,Minor obstacle,Manufacturing of ,,,,,100,2000000,Two Million,1682706.0,One Million Six Hundred Eighty Two Thousand Seven Hundred Six,1264468,One Million Two Hundred Sixty Four Thousand Four Hundred Sixty Eight,90,0,10,Germany,Land border crossing,2.0,,2.0,,10.0,Yes,2.0,,10.0,2013.0,100,0,,,,,,,,,No obstacle,No obstacle,No,,Strongly disagree,Strongly disagree,,,,,,,,,,,,National â main product sold mostly across the country where establishment is located,Too many to count,,Don't know (spontaneous),Yes,No,"Yes, there is more competition",Yes,Yes,Not at all,Minor obstacle,No,,,,No,,,No,,100.0,No,,,No,,,,,,Minor obstacle,No,,Yes,Yes,100,0,0,0,0,Yes,200000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Yes,10000.0,0.0,Yes,Yes,"Yes, a line of credit only",Private commercial banks,2019.0,4500000.0,Yes,No,No,No,No,Yes,4500000.0,1.0,400000.0,No,"Yes, a loan only",,Application was approved in full,0.0,30.0,No,100,"Internet and mobile banking, including direct debit transfer",2.0,6.0,200.0,100,"Internet and mobile banking, including direct debit transfer",1.0,No obstacle,Strongly disagree,65,Yes,3.0,No,No,,No,35.0,,"Yes, fully","Yes, fully",No,,VAT cash refunds take too long to receive,No,,No,,No payments or gifts are paid,,No,,,No,,,No obstacle,Minor obstacle,No obstacle,Minor obstacle,No obstacle,Minor obstacle,Minor obstacle,7,3,4,6,5,1,2,5,5,4.0,1.0,3,1,0,1.0,0.0,,0.0,,No,,,,,,,No need to hire any new permanent full-time workers,,,No,,,5,No full-time seasonal or temporary workers,,,No,,,No,,Minor obstacle,Minor obstacle,Access to finance,12,6,1,14,5,11,15,13,10,2,8,9,4,7,3,270000,102000.0,1500,400,1000,145000.0,,270000.0,162000.0,328600.0,3,1,28,4,2023,12,30,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,No,No,Less than 50.000,2599,Centre,Small (5-19),Other Manufacturing,Panel,24.71865,35.804752,54.141685,43
94,1174206,252,Other Manufacturing,Medium,West,Firm,0,1,Yes,Machinery and equipment,Manufacturing,West,19,No,1,Romanian,12,7,2023,13,23,2022,12,31,Romania,s1,,,,,,Sole proprietorship,,S.R.L. cu proprietar unic,Yes,100,0,0,0,No,,2014,3,2014,10,No,No,,No,,,,3200,Yes,1.0,0.0,10.0,None,,No,,No,,,,15,Cubic meters,,No,,,,,Yes,No,,,No,,,,,With no difficulty at all,Major obstacle,Manufacturing of ,,,,,100,6750000,Six Million Seven Hundred Fifty Thousand,6790000.0,Six Million Seven Hundred Ninety Thousand,4130000,Four Million One Hundred Thirty Thousand,60,0,40,Serbia,Land border crossing,1.0,,1.0,,1.0,No,,,,2017.0,70,30,No,,,,,,,,Very severe obstacle,Moderate obstacle,No,,Tend to agree,Tend to agree,,,,,,,,,,,,National â main product sold mostly across the country where establishment is located,Too many to count,,40.0,No,No,"Yes, there is more competition",Yes,No,,No obstacle,No,,,,No,,,No,,80.0,No,,,No,,,,,,Major obstacle,No,,Yes,Yes,100,0,0,0,0,No,,,,,,,,,,,,,,,No,,,Yes,No,No,,,,,,,,,,,,,No,No,Interest rates were not favorable,,,,Yes,70,Debit cards,2.0,1.0,34.0,80,Debit cards,1.0,Very severe obstacle,Tend to agree,15,Yes,1.0,No,No,,"Yes, partially",130.0,,"Yes, fully","Yes, fully",No,,VAT cash refunds take too long to receive,No,,No,,No payments or gifts are paid,,No,,,No,,,Very severe obstacle,Minor obstacle,Moderate obstacle,Major obstacle,Minor obstacle,No obstacle,Minor obstacle,3,1,2,5,7,4,6,19,12,16.0,3.0,3,10,3,0.0,2.0,,,10.0,No,,,,,,,No need to hire any new permanent full-time workers,,,No,,,0,No full-time seasonal or temporary workers,,,No,,,Yes,Yes,Moderate obstacle,Moderate obstacle,Tax rates,14,10,2,5,15,13,8,12,1,11,6,7,4,3,9,912000,364800.0,31488,950,2800,1950000.0,,775200.0,1700000.0,860000.0,16,19,12,7,2023,13,47,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,4,No,No,Less than 50.000,2819,West,Medium (20-99),Other Manufacturing,Panel,3.4966962,2.8296165,6.5743637,272
95,1174207,256,Retail,Small,South Mutenia,Firm,0,1,Yes,Food,Manufacturing,South Mutenia,12,No,1,Romanian,2,8,2023,12,23,2022,12,31,Romania,f1,,,,,,Sole proprietorship,,S.R.L. cu proprietar unic,Yes,100,0,0,0,Yes,100.0,2008,2,2008,30,No,No,,No,,,,Don't know (spontaneous),No,,,,,,Yes,5.0,No,,,,50,Cubic meters,,No,,,,,Yes,No,,,No,,,,,With no difficulty at all,Major obstacle,Manufacturing of ,,,,,30,3650000,Three Million Six Hundred Fifty Thousand,3000000.0,Three Million,Don't know (spontaneous),,100,0,0,,,,,,,,,,,,,80,20,No,,,,,,,,Very severe obstacle,Does not apply,No,,Strongly agree,Tend to agree,,,,,,,,,,,,Local â main product sold mostly in same municipality where establishment is located,6,,Don't know (spontaneous),No,No,"Yes, there is more competition",Yes,No,,Does not apply,No,,,,No,,,No,,100.0,No,,,No,,,,,,No obstacle,No,,No,Yes,100,0,0,0,0,Yes,250000.0,42500.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,No,,,Yes,Yes,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,,,Yes,25,"Internet and mobile banking, including direct debit transfer",2.0,Don't know (spontaneous),Don't know (spontaneous),15,"Internet and mobile banking, including direct debit transfer",Don't know (spontaneous),No obstacle,Strongly agree,No time was spent,Yes,2.0,No,No,,"Yes, partially",Don't know (spontaneous),,"Yes, fully","Yes, fully",No,,The establishment did not need to apply for a VAT cash refund,No,,No,,No payments or gifts are paid,,No,,,No,,,Very severe obstacle,No obstacle,No obstacle,Very severe obstacle,No obstacle,No obstacle,Minor obstacle,6,2,3,7,4,5,1,14,14,3.0,11.0,3,0,0,1.0,9.0,,100.0,,Yes,100.0,,No employees trained,,100.0,,1,1.0,,Yes,5.0,No severance was paid,Don't know (spontaneous),Don't know (spontaneous),,,No,,,Yes,Yes,Moderate obstacle,Moderate obstacle,Tax rates,6,12,9,7,15,13,1,8,10,11,14,2,5,3,4,924000,Don't know (spontaneous),66000,4800,1200,110400.0,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),2,8,2023,13,19,Truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,4,No,No,Less than 50.000,1071,South Mutenia,Small (5-19),Retail,Panel,37.819965,36.760445,85.7366,155
